gpu,Average_utilization,Average_mem_utilization
0,82.0625,45.6875
1,83.09821428571429,48.669642857142854
2,82.19642857142857,47.785714285714285
3,82.125,48.74107142857143
4,82.69642857142857,47.473214285714285
5,81.83035714285714,47.919642857142854
6,81.54464285714286,44.892857142857146
7,81.90178571428571,46.80357142857143
