gpu,Average_utilization,Average_mem_utilization
0,37.33816425120773,2.4798711755233493
1,36.774557165861516,2.5893719806763285
2,37.68115942028985,2.5861513687600644
3,38.628019323671495,2.687600644122383
4,38.20450885668277,2.5958132045088567
5,39.18357487922705,2.6682769726247986
6,37.971014492753625,2.5233494363929148
7,37.59903381642512,2.5475040257648955
