gpu,Average_utilization,Average_mem_utilization
0,40.85689045936396,2.8409893992932864
1,40.890459363957596,2.8763250883392226
2,41.28268551236749,2.8321554770318023
3,41.03003533568904,2.9717314487632507
4,40.978761061946905,2.8265486725663718
5,40.50442477876106,2.88141592920354
6,40.75752212389381,2.831858407079646
7,40.63008849557522,2.8230088495575223
