gpu,Average_utilization,Average_mem_utilization
0,91.53465346534654,52.148514851485146
1,91.86138613861387,54.801980198019805
2,91.65346534653466,54.396039603960396
3,92.05940594059406,53.95049504950495
4,91.63366336633663,53.613861386138616
5,91.84158415841584,54.32673267326733
6,91.33663366336634,51.10891089108911
7,90.75247524752476,52.40594059405941
